location,district,rooms,size,level,max_levels,price
"город Ташкент, Юнусабадский район, Бодомзор",Юнусабадский,1,31,2,4,23000
"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Олмазорский,1,41,4,4,22600
"город Ташкент, Олмазорский район, Каракамыш квартал 2/1",Олмазорский,2,94,3,5,47000
"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,57,4,4,36000
"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,4,76.12,2,4,50000
"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,78,2,9,47000
"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,80,5,9,53000
"город Ташкент, Юнусабадский район, Мечеть Бадамзар",Юнусабадский,3,85,1,9,85000
"город Ташкент, Юнусабадский район, Юнусабад-2",Юнусабадский,1,23.70,4,4,18000
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,4,96,2,5,53000
"город Ташкент, Яшнободский район, Янгибозор 44дом 29",Яшнободский,2,40,2,4,20000
"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,4,94,4,5,69999
"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,61,2,5,33500
"город Ташкент, Мирзо-Улугбекский район, ТТЗ-2",Мирзо-Улугбекский,2,55,6,9,33500
"город Ташкент, Мирзо-Улугбекский район, Малая кольцевая дорога",Мирзо-Улугбекский,2,69,12,12,33000
"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,2,64,3,9,53500
"город Ташкент, Шайхантахурский район, Янги-Бельтепа",Шайхантахурский,3,72,4,4,42000
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63,3,9,32000
"город Ташкент, Мирзо-Улугбекский район, Темура Малика",Мирзо-Улугбекский,2,140,1,8,70000
"город Ташкент, Юнусабадский район, Рабочий городок",Юнусабадский,7,190,1,3,72000
"город Ташкент, Яккасарайский район, Юнуса Раджабий",Яккасарайский,1,45,3,4,41000
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63,3,9,32000
"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Мирзо-Улугбекский,2,55,4,4,32000
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,78,7,9,55000
"город Ташкент, Мирабадский район, ор-р Перфектум",Мирабадский,3,105,2,8,170000
"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,4,100,1,9,87000
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,70,8,9,46000
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,105,6,9,63000
"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,60,4,4,31500
"город Ташкент, Мирабадский район, Чехова",Мирабадский,3,110,4,8,120000
"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,60,2,9,45000
"город Ташкент, Яккасарайский район, 1-й тупик Бабура",Яккасарайский,2,60,5,9,47000
"город Ташкент, Яккасарайский район, Кичик Бешагач",Яккасарайский,3,103,1,9,145000
"город Ташкент, Учтепинский район, Фархад",Учтепинский,4,80,2,5,82000
"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,62,2,9,57000
"город Ташкент, Чиланзарский район, Чиланзар 2 квартал Пионерская ул Арнасай",Чиланзарский,1,30,3,4,27500
