,district,rooms,size,level,max_levels,price
7059,Учтепинский,4,80.0,5,5,50000.0
7060,Учтепинский,4,110.0,2,5,63000.0
7061,Шайхантахурский,3,90.0,9,12,51000.0
7062,Учтепинский,4,100.0,1,4,60000.0
7063,Учтепинский,3,70.0,2,4,85000.0
7064,Учтепинский,3,82.0,1,12,82000.0
7065,Учтепинский,1,44.0,2,4,29000.0
7066,Учтепинский,3,82.0,7,12,46500.0
7067,Чиланзарский,3,65.0,9,9,37500.0
7068,Мирзо-Улугбекский,3,100.0,6,6,84000.0
7069,Юнусабадский,2,60.0,4,4,40000.0
7070,Учтепинский,3,60.0,5,5,36000.0
7071,Шайхантахурский,4,140.0,1,8,170000.0
7072,Учтепинский,2,54.0,2,9,35000.0
7073,Учтепинский,2,50.0,1,4,34000.0
7074,Сергелийский,3,78.0,6,9,41000.0
7075,Яккасарайский,4,100.0,9,9,50000.0
7076,Учтепинский,2,45.0,4,4,31000.0
7077,Шайхантахурский,3,69.0,4,9,60000.0
7078,Мирзо-Улугбекский,2,65.0,1,9,50000.0
7079,Учтепинский,1,39.0,2,4,32000.0
7080,Мирабадский,4,160.0,4,9,196000.0
7081,Яккасарайский,3,78.0,6,8,115000.0
7082,Мирзо-Улугбекский,2,62.0,6,9,52000.0
7083,Чиланзарский,2,50.0,3,4,37000.0
7084,Учтепинский,4,80.0,2,5,57000.0
7085,Учтепинский,3,72.0,6,9,42000.0
7086,Учтепинский,2,69.0,5,5,39000.0
7087,Учтепинский,4,84.0,5,5,50000.0
7088,Учтепинский,4,98.0,2,5,85000.0
7089,Чиланзарский,4,98.0,4,4,52000.0
7090,Чиланзарский,4,150.0,6,9,125000.0
7091,Учтепинский,3,82.0,5,9,40000.0
7092,Чиланзарский,3,100.0,4,4,85000.0
7093,Учтепинский,4,74.0,4,4,53000.0
7094,Учтепинский,4,73.0,3,4,66200.0
7095,Шайхантахурский,4,90.0,7,9,95000.0
7096,Учтепинский,5,128.0,1,9,85000.0
7097,Учтепинский,5,106.0,2,5,68000.0
7098,Юнусабадский,2,50.0,3,4,42000.0
7099,Юнусабадский,1,40.0,4,5,31200.0
7100,Учтепинский,2,51.0,1,5,24200.0
7101,Учтепинский,2,51.0,2,4,25200.0
7102,Юнусабадский,2,50.0,4,5,40200.0
7103,Учтепинский,3,67.0,4,4,34200.0
7104,Чиланзарский,1,30.0,3,4,21200.0
7105,Яккасарайский,4,95.0,12,16,47500.0
7106,Яккасарайский,2,55.0,7,12,37000.0
7107,Мирабадский,3,85.0,3,9,82000.0
7108,Яккасарайский,2,51.0,3,4,34200.0
7109,Чиланзарский,1,30.0,2,4,21000.0
7110,Яккасарайский,2,55.0,3,4,33200.0
7111,Чиланзарский,3,67.0,2,4,33200.0
7112,Чиланзарский,3,67.0,3,4,33200.0
7113,Чиланзарский,3,65.0,3,5,35200.0
7114,Чиланзарский,1,30.0,3,4,20200.0
7115,Чиланзарский,2,51.0,1,4,25200.0
7116,Чиланзарский,3,67.0,4,5,34200.0
7117,Учтепинский,2,51.0,3,5,25200.0
7118,Чиланзарский,2,51.0,2,4,26200.0
7119,Чиланзарский,1,32.0,3,4,22300.0
7120,Чиланзарский,1,30.0,2,5,20200.0
7121,Чиланзарский,1,30.0,3,5,21200.0
7122,Чиланзарский,2,51.0,3,4,24200.0
7123,Чиланзарский,2,51.0,2,5,24200.0
7124,Учтепинский,2,51.0,2,4,24200.0
7125,Чиланзарский,1,30.0,3,4,20200.0
7126,Учтепинский,3,65.0,1,5,34200.0
7127,Учтепинский,2,51.0,2,4,2.0
7128,Чиланзарский,3,67.0,3,4,30200.0
7129,Чиланзарский,2,51.0,3,5,24200.0
7130,Учтепинский,3,67.0,4,5,33200.0
7131,Чиланзарский,1,30.0,2,4,21200.0
7132,Учтепинский,3,67.0,3,4,30200.0
7133,Юнусабадский,1,45.0,3,4,38000.0
7134,Чиланзарский,3,65.0,2,4,41999.0
7135,Учтепинский,3,68.0,2,4,40000.0
7136,Мирабадский,3,70.0,2,4,60000.0
7137,Шайхантахурский,3,75.0,9,9,39000.0
7138,Мирзо-Улугбекский,3,70.0,4,5,38000.0
7139,Мирабадский,2,68.0,5,9,43000.0
7140,Мирабадский,3,70.0,2,4,60000.0
7141,Юнусабадский,4,95.0,2,4,70000.0
7142,Юнусабадский,2,55.0,1,4,45999.0
7143,Яккасарайский,2,56.0,3,5,45000.0
7144,Яккасарайский,2,56.0,7,12,36500.0
7145,Яккасарайский,3,75.0,3,4,68000.0
7146,Яшнободский,3,70.0,2,4,35500.0
7147,Мирабадский,3,75.0,6,9,59000.0
7148,Яшнободский,3,70.0,2,4,36000.0
7149,Яккасарайский,2,56.0,9,12,35000.0
7150,Мирабадский,3,130.0,9,12,80000.0
7151,Чиланзарский,1,36.0,4,4,25000.0
7152,Мирзо-Улугбекский,3,75.0,8,8,43000.0
7153,Мирабадский,3,130.0,10,12,85000.0
7154,Мирзо-Улугбекский,2,60.0,3,4,52000.0
7155,Юнусабадский,2,60.0,8,13,42000.0
7156,Яшнободский,3,70.0,2,4,36000.0
7157,Яккасарайский,3,70.0,3,5,68000.0
7158,Учтепинский,3,68.0,2,4,39999.0
7159,Яккасарайский,2,60.0,1,4,45000.0
7160,Мирзо-Улугбекский,3,70.0,4,5,36000.0
7161,Яккасарайский,1,35.0,3,8,30000.0
7162,Мирабадский,2,90.0,7,9,90000.0
7163,Яккасарайский,3,65.0,4,4,48000.0
7164,Юнусабадский,2,45.0,3,4,38000.0
7165,Юнусабадский,3,75.0,4,9,80000.0
7166,Юнусабадский,3,70.0,1,9,68000.0
7167,Мирабадский,3,85.0,3,9,82000.0
7168,Мирабадский,3,105.0,1,4,170000.0
7169,Яккасарайский,4,95.0,12,16,47500.0
7170,Яккасарайский,2,55.0,7,12,37000.0
7171,Яккасарайский,3,80.0,4,4,75000.0
7172,Мирзо-Улугбекский,3,82.0,8,9,58000.0
7173,Шайхантахурский,3,92.0,2,9,50000.0
7174,Мирабадский,3,70.0,2,4,60000.0
7175,Учтепинский,3,86.0,9,9,51600.0
7176,Юнусабадский,3,60.0,1,9,69000.0
7177,Учтепинский,1,40.0,2,4,24000.0
7178,Учтепинский,2,51.0,3,4,25200.0
7179,Яшнободский,1,16.0,3,4,7300.0
7180,Олмазорский,4,84.0,4,5,47000.0
7181,Олмазорский,4,96.0,9,12,63000.0
7182,Чиланзарский,1,38.0,1,4,22700.0
7183,Юнусабадский,2,57.0,4,4,34500.0
7184,Олмазорский,3,100.0,3,9,55000.0
7185,Яшнободский,2,36.0,5,5,30000.0
7186,Чиланзарский,2,47.0,4,6,31500.0
7187,Олмазорский,1,38.0,6,9,27500.0
7188,Мирзо-Улугбекский,1,33.0,3,4,21800.0
7189,Сергелийский,4,100.0,4,9,45500.0
7190,Чиланзарский,1,32.0,3,4,28500.0
7191,Мирзо-Улугбекский,3,90.0,2,9,51000.0
7192,Чиланзарский,1,30.0,2,4,20200.0
7193,Юнусабадский,2,58.0,2,4,41000.0
7194,Яшнободский,2,46.0,1,4,31500.0
7195,Юнусабадский,4,98.0,3,9,78000.0
7196,Олмазорский,3,83.83,3,9,50000.0
7197,Шайхантахурский,1,36.0,2,4,22300.0
7198,Юнусабадский,4,95.0,3,9,62000.0
7200,Мирзо-Улугбекский,3,80.0,4,5,41000.0
7201,Яшнободский,2,49.0,1,4,34000.0
7202,Сергелийский,3,85.0,2,9,65000.0
7203,Мирабадский,1,52.0,7,9,48000.0
7204,Мирзо-Улугбекский,2,47.0,4,4,29000.0
7205,Мирабадский,3,90.0,3,5,100000.0
7206,Мирабадский,3,90.0,3,5,100000.0
7207,Яшнободский,1,15.0,2,4,8500.0
7208,Юнусабадский,2,58.0,4,4,36000.0
7209,Шайхантахурский,4,100.26,9,9,65000.0
7210,Юнусабадский,2,60.0,3,5,36000.0
7211,Юнусабадский,4,90.0,5,5,65000.0
7212,Сергелийский,3,82.0,2,9,39000.0
7213,Яккасарайский,4,105.0,6,9,70000.0
7214,Сергелийский,3,82.0,2,9,39000.0
7215,Юнусабадский,2,60.0,4,5,32000.0
7216,Юнусабадский,2,59.0,2,4,38000.0
7217,Олмазорский,5,110.0,4,5,50000.0
7218,Юнусабадский,3,60.0,2,4,45000.0
7219,Янгихаётский,3,50.0,1,7,47000.0
7220,Мирабадский,1,55.0,8,9,53000.0
7221,Юнусабадский,2,54.0,9,9,42000.0
7222,Мирзо-Улугбекский,2,70.0,5,9,66000.0
7223,Мирзо-Улугбекский,2,70.0,1,5,43000.0
7224,Яшнободский,5,92.0,7,9,62000.0
7225,Юнусабадский,2,54.0,1,4,34000.0
7226,Чиланзарский,3,90.0,3,4,48500.0
7227,Юнусабадский,3,70.0,4,4,46000.0
7228,Яккасарайский,2,48.0,1,4,38000.0
7229,Яккасарайский,2,70.0,4,8,80000.0
7230,Юнусабадский,2,60.0,1,4,40000.0
7231,Юнусабадский,1,45.0,2,4,49000.0
7232,Мирзо-Улугбекский,3,65.0,4,4,55000.0
7233,Мирабадский,1,38.0,3,4,23000.0
7234,Яшнободский,2,60.0,9,9,36000.0
7235,Мирзо-Улугбекский,1,30.0,2,4,2400.0
7236,Мирзо-Улугбекский,3,88.0,2,4,132000.0
7237,Мирзо-Улугбекский,3,88.0,2,4,132000.0
7238,Юнусабадский,3,76.0,2,4,65000.0
7239,Юнусабадский,4,102.0,3,9,96500.0
7240,Яшнободский,1,24.0,1,4,19000.0
7241,Яшнободский,1,24.0,1,4,19000.0
7242,Яшнободский,4,90.0,4,4,52000.0
7243,Яшнободский,4,90.0,4,4,52000.0
7244,Мирзо-Улугбекский,2,45.0,3,5,36000.0
7245,Яккасарайский,2,75.0,15,16,35997.0
7246,Юнусабадский,1,42.0,4,4,25500.0
7247,Юнусабадский,4,95.0,9,9,38500.0
7248,Мирзо-Улугбекский,2,50.0,2,4,32000.0
7249,Чиланзарский,2,48.0,1,4,32000.0
7250,Чиланзарский,2,56.0,2,9,35000.0
7251,Мирабадский,3,68.0,4,4,70000.0
7252,Чиланзарский,2,45.0,4,4,35500.0
7253,Мирзо-Улугбекский,2,55.0,2,4,36000.0
7254,Чиланзарский,2,54.0,2,4,39000.0
7255,Чиланзарский,2,50.0,1,4,41000.0
7256,Учтепинский,2,50.0,1,4,41500.0
7257,Шайхантахурский,2,43.0,3,4,37000.0
7258,Мирзо-Улугбекский,4,90.0,1,4,110000.0
7259,Мирабадский,2,54.0,3,4,28000.0
7260,Мирзо-Улугбекский,1,33.0,2,4,26500.0
7261,Яккасарайский,2,50.0,3,5,43000.0
7262,Яккасарайский,2,40.0,8,9,43000.0
7263,Мирабадский,2,59.0,4,8,44000.0
7264,Мирзо-Улугбекский,1,40.0,4,4,25000.0
7265,Мирзо-Улугбекский,1,38.0,3,5,24500.0
7266,Яккасарайский,2,59.0,4,5,53000.0
7267,Мирзо-Улугбекский,1,45.0,3,5,29500.0
7268,Мирзо-Улугбекский,1,45.0,3,5,29500.0
7269,Мирзо-Улугбекский,2,60.0,4,4,51000.0
7270,Яшнободский,4,94.0,2,9,58000.0
7271,Яшнободский,1,34.0,1,4,25000.0
7272,Юнусабадский,1,28.0,3,4,26500.0
7273,Мирзо-Улугбекский,1,35.0,3,4,25500.0
7274,Мирзо-Улугбекский,2,48.0,5,9,40000.0
7275,Олмазорский,5,96.25,4,4,50000.0
7276,Яшнободский,3,75.0,1,4,52000.0
7277,Юнусабадский,2,76.54,2,5,37000.0
7278,Мирзо-Улугбекский,1,35.0,3,4,26000.0
7279,Юнусабадский,3,70.0,1,4,85000.0
7280,Мирабадский,2,60.0,2,6,77000.0
7281,Олмазорский,2,56.0,5,5,36000.0
7282,Олмазорский,2,56.0,5,5,36000.0
7283,Мирзо-Улугбекский,2,60.0,2,4,37500.0
7284,Шайхантахурский,3,48.0,3,4,37000.0
7285,Мирзо-Улугбекский,3,90.0,2,9,51000.0
7286,Учтепинский,3,80.0,1,9,45500.0
7287,Олмазорский,3,74.0,1,7,52000.0
7288,Мирзо-Улугбекский,2,60.0,5,5,40000.0
7289,Мирзо-Улугбекский,3,80.0,3,5,45000.0
7290,Мирзо-Улугбекский,3,80.0,3,5,51000.0
7291,Юнусабадский,3,76.0,1,4,43000.0
7292,Юнусабадский,2,60.0,4,9,33000.0
7293,Мирабадский,2,88.0,2,12,70000.0
7294,Юнусабадский,1,25.0,1,2,17000.0
7295,Юнусабадский,2,40.0,4,4,35000.0
7296,Учтепинский,1,33.0,3,4,23500.0
7297,Олмазорский,1,22.0,7,9,15500.0
7298,Яшнободский,2,56.0,2,2,32000.0
7299,Мирзо-Улугбекский,2,48.0,1,4,30500.0
7300,Яккасарайский,2,60.43,8,9,37000.0
7301,Олмазорский,5,70.0,4,4,55000.0
7302,Мирабадский,3,88.0,4,9,45000.0
7303,Сергелийский,2,57.74,2,4,30000.0
7304,Юнусабадский,2,51.0,4,4,38000.0
7305,Мирзо-Улугбекский,1,38.0,1,5,28000.0
7306,Чиланзарский,3,78.0,5,9,60000.0
7307,Яшнободский,3,15.0,7,9,50000.0
7308,Юнусабадский,1,32.0,3,4,16000.0
7309,Юнусабадский,2,50.0,4,4,43500.0
7310,Чиланзарский,2,57.0,1,5,35000.0
7311,Олмазорский,4,66.16,1,4,57000.0
7312,Мирзо-Улугбекский,3,70.0,4,4,48000.0
7313,Мирзо-Улугбекский,2,55.0,5,5,30000.0
7314,Чиланзарский,2,64.0,1,4,40000.0
7315,Юнусабадский,4,100.0,4,9,63000.0
7316,Юнусабадский,2,73.0,2,8,53000.0
7317,Юнусабадский,2,60.0,11,13,52000.0
7318,Юнусабадский,5,110.0,2,5,67000.0
7319,Юнусабадский,3,111.0,4,9,85000.0
7320,Юнусабадский,2,54.0,3,4,43000.0
7322,Юнусабадский,2,56.0,3,4,33500.0
7323,Олмазорский,3,72.0,3,4,45000.0
7324,Мирзо-Улугбекский,2,46.0,3,4,33500.0
7325,Мирзо-Улугбекский,2,46.0,5,5,38000.0
7326,Учтепинский,4,95.0,2,5,58000.0
7327,Чиланзарский,3,78.0,5,9,58000.0
7328,Мирабадский,3,80.0,1,9,100000.0
7329,Яшнободский,4,105.0,6,9,60000.0
7330,Чиланзарский,3,78.0,5,9,58000.0
7331,Учтепинский,2,42.0,4,5,28500.0
7332,Мирабадский,4,95.0,5,9,85000.0
7333,Мирзо-Улугбекский,2,40.0,5,5,31500.0
7334,Яшнободский,2,53.35,3,4,33000.0
7335,Шайхантахурский,1,52.0,9,9,23000.0
7336,Учтепинский,2,42.16,1,1,29000.0
7337,Яшнободский,2,62.0,7,9,34900.0
7338,Яккасарайский,2,55.0,4,4,37000.0
7339,Мирзо-Улугбекский,4,92.0,2,5,55000.0
7340,Мирзо-Улугбекский,2,55.0,3,5,36500.0
7341,Чиланзарский,1,43.0,4,9,13000.0
7342,Учтепинский,2,57.0,5,5,36000.0
7343,Чиланзарский,2,48.0,4,4,32500.0
7344,Чиланзарский,2,48.0,4,4,32500.0
7345,Юнусабадский,2,42.0,9,9,23000.0
7346,Яккасарайский,3,67.0,1,3,70000.0
7347,Юнусабадский,3,73.0,8,9,50000.0
7348,Яккасарайский,1,39.0,2,5,27000.0
7349,Юнусабадский,2,51.0,1,4,40500.0
7350,Юнусабадский,3,87.0,9,12,50000.0
7351,Мирабадский,3,74.0,4,4,42000.0
7352,Чиланзарский,2,60.0,2,5,36500.0
7353,Юнусабадский,2,60.0,5,5,33000.0
7354,Чиланзарский,3,67.0,1,9,55000.0
7355,Чиланзарский,3,78.0,5,9,58000.0
7356,Мирабадский,3,77.98,2,4,60000.0
7357,Яккасарайский,3,84.0,11,16,52000.0
7358,Юнусабадский,1,38.0,4,4,26500.0
7359,Яшнободский,2,60.0,4,9,36200.0
7360,Сергелийский,3,78.0,5,5,42000.0
7361,Яшнободский,3,58.3,5,5,40000.0
7362,Шайхантахурский,1,57.0,10,12,24000.0
7363,Олмазорский,2,56.0,2,4,36000.0
7364,Мирабадский,3,80.0,7,9,107000.0
7365,Мирабадский,2,45.0,1,4,34999.0
7367,Юнусабадский,1,38.0,4,5,24500.0
7368,Сергелийский,1,39.0,1,5,26000.0
7369,Чиланзарский,3,68.0,3,4,43000.0
7370,Юнусабадский,2,59.0,2,4,38000.0
7371,Мирабадский,1,70.0,7,8,65000.0
7372,Чиланзарский,2,63.0,5,9,60000.0
7373,Чиланзарский,3,75.0,1,4,60000.0
7374,Мирабадский,1,18.0,1,4,10500.0
7375,Чиланзарский,2,47.0,2,5,35000.0
7376,Мирабадский,4,95.0,2,4,79000.0
7377,Мирзо-Улугбекский,4,86.0,3,4,40000.0
7379,Мирзо-Улугбекский,3,75.0,8,9,41500.0
7380,Яшнободский,1,34.0,3,4,17700.0
7381,Сергелийский,3,82.0,2,9,33000.0
7382,Мирабадский,3,68.0,8,9,82000.0
7383,Мирабадский,3,68.0,8,9,82000.0
7384,Сергелийский,2,54.0,7,7,30554.0
7385,Мирзо-Улугбекский,2,60.0,4,4,53000.0
7386,Олмазорский,1,42.0,2,4,27000.0
7387,Яшнободский,2,60.0,5,5,48000.0
7388,Юнусабадский,1,42.0,4,4,22000.0
7389,Юнусабадский,3,76.5,7,9,38000.0
7390,Юнусабадский,2,56.0,3,5,35000.0
7391,Чиланзарский,3,65.0,3,5,32000.0
7392,Шайхантахурский,3,56.0,3,4,45000.0
7393,Мирабадский,3,75.0,8,9,63000.0
7394,Мирабадский,3,80.0,3,5,72000.0
7395,Яшнободский,3,64.0,4,5,35000.0
7396,Мирзо-Улугбекский,2,55.0,2,4,45000.0
7397,Мирзо-Улугбекский,3,75.0,3,4,67000.0
7398,Мирзо-Улугбекский,2,60.0,1,4,50000.0
7399,Сергелийский,3,57.0,7,7,50000.0
7400,Мирзо-Улугбекский,2,35.0,4,4,30000.0
7401,Учтепинский,1,35.0,4,5,27000.0
7402,Юнусабадский,3,68.0,2,4,43500.0
7403,Учтепинский,2,48.0,1,4,34500.0
7404,Чиланзарский,3,70.0,3,4,48000.0
7405,Учтепинский,1,18.0,3,4,16000.0
7406,Мирзо-Улугбекский,4,76.0,3,4,42000.0
7407,Юнусабадский,2,54.0,2,5,39000.0
7408,Учтепинский,1,36.64,4,4,24000.0
7409,Яшнободский,2,82.57,9,9,70000.0
7410,Мирзо-Улугбекский,2,50.0,4,4,39500.0
7411,Олмазорский,3,70.0,3,4,42000.0
7412,Мирабадский,4,126.0,3,4,73000.0
7413,Шайхантахурский,3,70.0,4,4,48500.0
7414,Яшнободский,2,48.0,1,4,31500.0
7415,Мирзо-Улугбекский,2,53.0,2,4,65000.0
7416,Сергелийский,1,45.0,5,5,26000.0
7417,Сергелийский,1,45.0,5,5,26000.0
7418,Мирзо-Улугбекский,2,56.89,2,5,48000.0
7419,Яккасарайский,3,70.0,2,5,80000.0
7420,Мирзо-Улугбекский,3,78.0,2,9,52000.0
7421,Мирзо-Улугбекский,5,135.0,1,5,80000.0
7422,Чиланзарский,1,20.0,5,5,18500.0
7423,Сергелийский,4,100.0,2,9,38000.0
7424,Мирзо-Улугбекский,2,63.0,1,9,25000.0
7425,Шайхантахурский,4,84.0,2,4,95000.0
7426,Мирзо-Улугбекский,2,42.0,2,9,17500.0
