location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,3,74,7,9,62000,41.3200874,69.3013967
"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,3,70,2,4,55000,41.3267124,69.2601886
"город Ташкент, Юнусабадский район, Богишамол",Юнусабадский,5,110,8,9,61998,41.3444467,69.3085324
"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,2,65,3,9,54998,41.3029081,69.279218
"город Ташкент, Юнусабадский район, Богишамол",Юнусабадский,5,110,7,9,72999,41.3444467,69.3085324
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,2,58,2,4,47500,41.3242925,69.2505036
"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,2,72,4,4,42000,41.3289182,69.2527386
"город Ташкент, Яккасарайский район, Глинки",Яккасарайский,3,75,3,4,75000,41.2854202,69.2631768
"город Ташкент, Мирабадский район, Туркистан",Мирабадский,1,34,2,5,36500,41.3209185,69.2697337
"город Ташкент, Мирабадский район, Шароф Рашидов",Мирабадский,3,80,3,4,90000,41.3093806,69.2675864
"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,65,4,4,60000,41.2991561,69.2785087
"город Ташкент, Чиланзарский район, Бустонлик",Чиланзарский,3,73,4,9,53000,41.2758017,69.2033584
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,115,5,9,105000,41.3245206,69.2773236
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,73,5,9,51000,41.3242925,69.2505036
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,94,4,4,72500,41.3242925,69.2505036
"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,73,6,9,60000,41.3242925,69.2505036
"город Ташкент, Олмазорский район, Себзар",Олмазорский,3,73,6,9,53000,41.3333453,69.2475235
"город Ташкент, Яккасарайский район, Яееасарой тумани,  Тарас Шевченко",Яккасарайский,4,160,5,8,160000,41.2991561,69.2785087
"город Ташкент, Шайхантахурский район, Метро Тинчлик",Шайхантахурский,3,65,8,9,55000,41.3320029,69.2191177
"город Ташкент, Сергелийский район, Учувчилар Шахарчаси",Сергелийский,5,115,1,4,82000,41.269586,69.2825385
"город Ташкент, Шайхантахурский район, Ц-12 Лабзак спецплан",Шайхантахурский,3,100,4,4,85000,41.329792,69.264801
"город Ташкент, Шайхантахурский район, 1-й проезд Генерала Узакова",Шайхантахурский,4,78,8,9,50000,41.3268984,69.1952565
"город Ташкент, Олмазорский район, Кара камыш 2/5",Олмазорский,1,38,4,4,18000,41.3620902,69.2087824
"город Ташкент, Мирабадский район, Чимкент",Мирабадский,4,100,3,4,88000,41.2799769,69.3049768
"город Ташкент, Мирабадский район, Буюк Турон",Мирабадский,3,100,5,9,115000,41.3105263,69.2696327
"город Ташкент, Яккасарайский район, 1-й проезд Абдуллы Каххара",Яккасарайский,4,160,2,7,195000,41.2843902,69.2585422
"город Ташкент, Мирабадский район, Нукусская Габус",Мирабадский,2,38,8,8,60000,41.2983743,69.286357
"город Ташкент, Мирзо-Улугбекский район, Оккургон",Мирзо-Улугбекский,3,70,4,5,47000,41.3275712,69.3048756
"город Ташкент, Мирзо-Улугбекский район, Паркентская (Генерала Петрова) ",Мирзо-Улугбекский,3,72,6,9,56000,41.31512,69.3234929
"город Ташкент, Мирзо-Улугбекский район, Дархан спецплан",Мирзо-Улугбекский,4,130,2,4,130000,41.3196336,69.2985928
"город Ташкент, Яккасарайский район, 1-й проезд Богибустан",Яккасарайский,1,30,3,4,26500,41.270004,69.228478
"город Ташкент, Яккасарайский район, 7-й проезд Абдуллы Каххара",Яккасарайский,3,105,4,10,145000,41.2843902,69.2585422
"город Ташкент, Яшнободский район, Садыка Азимова (Жуковского) ",Яшнободский,4,144,8,8,185000,41.3052221,69.2898134
"город Ташкент, Яшнободский район, 1-й переулок Бойкургон",Яшнободский,2,57,6,9,37000,41.3701094,69.2660649
"город Ташкент, Яккасарайский район, М.Космонавтов",Яккасарайский,3,100,5,12,85000,41.30566,69.266136
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,4,92,5,5,40500,41.374408,69.2771853
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал 23 дом",Чиланзарский,3,68,2,5,44000,41.2867929,69.1789807
"город Ташкент, Олмазорский район, Бешкурган-3 (Тансикбаев) ",Олмазорский,2,56,1,5,32500,41.369849,69.2049339
"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,3,82,3,4,70000,41.2798237,69.2058023
"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,2,63,9,9,43000,41.3197131,69.2773236
"город Ташкент, Мирабадский район, ЦУМ (Ц-7) ",Мирабадский,2,65,8,8,90000,41.3086111,69.2691667
"город Ташкент, Яшнободский район, Фергана Йули",Яшнободский,2,51,4,4,26500,41.2671043,69.3139155
"город Ташкент, Сергелийский район, 1-й проезд Сергели",Сергелийский,2,45,4,7,30000,41.2062435,69.2278644
"город Ташкент, Олмазорский район, 30-й тупик Сагбан",Олмазорский,4,130,1,7,129999,41.3305443,69.2347072
"город Ташкент, Сергелийский район, Sergili 5 a",Сергелийский,3,58,1,7,44000,41.210633,69.2281531
"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,3,70,3,5,43000,41.2922516,69.3419071
"город Ташкент, Юнусабадский район, Юнусабад-13",Юнусабадский,4,93,3,4,55000,41.3692799,69.2981832
"город Ташкент, Олмазорский район, 1-й проезд Гузалбог",Олмазорский,3,91,3,3,85000,41.3645355,69.2281531
"город Ташкент, Олмазорский район, Шифокорлар",Олмазорский,3,76,5,5,39500,41.3531468,69.1785536
"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,54,3,4,40000,41.3692799,69.2981832
